sentence id,text,sentiment,topic
156393,"Halloween 5 is slightly better than Halloween 4 in the fact that we see a bit more of Micheal and we get a few more gory killing scenes like with the scissors.The movie uses some more creepy scenes like in the barn house and the Myers house, it may not look the same as the first but it's still creepy.The other scene is the car chase where Micheal is driving after Jamie with the theme music playing that always creeps me out.The Man in Black was another interesting character but sadly we don't enough of him or learn his story until Halloween 6 when his character is revealed, also that symbol that is on Micheal and the Man In Black is also revealed in part 6.A good sequel to the Halloween franchise.",positive,movie
156408,"I absolutely loved this movie... and I'm 49. I attended the movie with two 5 year olds and one 3 year old. They had a wonderful time.First of all I truly enjoy musicals on the big screen, secondly I am a huge fan of Cameron Diaz fan, I can't believe her role almost went to Sandra Bullock. Cameron was perfect for this role and it was absolutely fun to watch her bring back the 90's.The plot while predictable was paired with a modern day twist which was highly unpredictable and amusing.I never knew Jamie Foxx had such a beautiful singing voice. I will return to the theater to see this movie again before the new year and I will purchase the DVD when it becomes available.This really is the perfect holiday family movie. Hopefully you will not allow the multitude of bigots on IMDb prevent you from enjoying this amazing moving. I suggest checking the poster's history however, when people make statements such as the previous Annie ""Was so beautiful and fair"" or ""How can we believe he is rich with that ghetto accent"" their racism shines through like a meteor in a dark alley. These folks have a pattern of giving low ratings to all movies with African American leads. In fact, many of these comments are almost laughable. Um, how can we believe Jamie Foxx is rich? Perhaps because he IS actually rich in real life and by the way he didn't grow up in a ghetto. It is nice to fact check outside of one's tiny head prior to posting. IMHO",positive,movie
156496,"If I had my way, a movie/story should have a plot sequence that goes something like this. First a hook in the opening scenes, then establish the characters. After this, present at least 2 or 3 ways where the conflict can go. Once these are done, then allow the plot and the protagonists to move where the struggle begs for a resolution. The conflict then gets focused on how the same gets resolved into a proper release for the questions created in the earlier scenes. Alex Cross goes through these motions cleanly. The good guys and the bad guys are identified relatively fast. They meet, the weapons are identified, the arena is clear, they struggle and then the winners are declared. I gave it a 10 because the story skipped unnecessary and tortuous logic & speculations. It is clear who done it and how. It is just as clear what must be done. Question is, how will it all happen? Will the spoils be apportioned reasonably?",positive,movie
156525,"When she was still young and gorgeous, Jane Fonda got the starring role in Barbarella. Barbarella is the main character in this film, who's on a space mission to locate Durand-Durand, a villain who's trying to take over the world. Barbarella wears outrageously sexy outfits, travels in a wildly decorated spaceship, and meets many strange creatures along the way, that she has to do battle with. Barbarella's sex appeal is off-the-charts, and this film is oozing with a piping-hot erotic ambiance. Interestingly though, Barbarella has sex with other characters, in a most futuristic way. She takes a pill to 'tune-in' to her partner's psyche. And no bodily contact takes place during this sort of 'sex', except hand-clasping. Apparently, orgasm is achieved when the sex partners complete an ecstatic fusion, of their minds and souls. However, Barbarella does enjoy a sexual tryst via the 'old-fashioned way', with a man she meets during her travels.Jane Fonda was brilliantly cast as the heroic, buxom Barbarella. Her on-screen charisma, is vibrant and compelling. Milo O'Shea as the evil Durand-Durand, does a decent job in his role. So does John Phillip Law, as the pure and gentle angel, Pygar. His perfect body and square-jawed, handsome face, made him a devilishly attractive 'angel'. Anita Pallenberg played the Great Tyrant, with femme fatale relish. The lesbian sexual undertones between her and Barbarella, were absolutely sizzling.One of the best things about this movie, is the incredible special effects and gadgetry. Long before the flashy Star Wars series premiered, Barbarella contained some amazingly creative costumes, decorations, and scenery in general. The overall tone of this film, was deeply influenced by the uninhibited adventurous spirit, of the late 60s. Especially with regards to its bold, exciting sexual themes. For those who are Jane Fonda fans, and/or are devotees of 60s SciFi films, Barbarella is a fun-filled, juicy slice of 60s camp psychedelia.",positive,movie
156531,"When ""54"" got released, many critics claimed that it was just another attempt to get into the '70s nostalgia that had swept the country. It's more than that. The movie shows New York's Studio 54, an unusual club where young people danced to disco and could meet celebrities, as seen through the eyes of employee Shane O'Shea (Ryan Phillippe). At the end, he talks about, how after the government closed the place down, a corporation took it over and did what corporations always do: make the place safe and sterile. Steve Rubell (Mike Myers) built it up into a most unique hangout, and the corporation drained the life out of it.So don't trust the critics. This was a really good movie.",positive,movie
156557,"Leatherheads takes place in the 1920's and is about a professional football player named Dodge Connolly who is also the head coach of his team. Dodge's team soon loses sponsorship and they are forced to resign. Being out of work, Dodge soon reads about an up and coming war hero and college football star named Carter Rutherford who he convinces to play on the team and because of Carter's star power, Dodge soon gets the team up and running again. Meanwhile a reporter named Lexie Littleton is going to be writing an article on Carter and soon Dodge meets her and falls in love with her and after first being turned off by him, Lexie soon starts to like him as well, but things get complicated when Lexie uncovers something for her story on Carter, that could hurt him and the team and Dodge, with feelings for Lexie soon has to straighten things out with his love and his team. Even though the film is called Leatherheads, and most of the advertisements show the film as a sports film, really the football aspect is only a backdrop to the romantic comedy part of the film that is really the main focus. The filmmakers of Leatherheads, must have been big fans of the romantic ""screwball"" comedies of the 1930's and 40's and this is truly a salute and tribute to those movies. That being said, Leatherheads captures everything about those films and the charm, wittiness, comedic performances and style that made those films so distinct. The film's look from the sets right down to the costumes look exactly like the 20's films and in capturing the mood of the 40's comedies the writers have provided a very humorous story filled with snappy and clever dialogue between the characters, numerous situations that resolve themselves with a lot of comedic intelligence and first rate performances from the actors who all do their best job of capturing the comedic performances of that era. Leatherheads works so well because it appeals and does it's job so well for a couple of reasons. First off the story and writing is sharp, funny and tells a very entertaining story with a great backdrop and sets from the crew and also because of the performances, timing and skill of the actors delivering the lines and situations to perfection and doing the best of what they are given and what they are given is very good. Overall a classic tribute to the comedies of yesteryear done with perfection and told with a great knack for such films and delivering a very entertaining, funny and classy film that I think will appeal to many people and will work on the same levels that they worked for me.",positive,movie
156571,"Dilwale is an out and out family entertainer filled with Action, Comedy, Drama and Romance. It is not a content driven movie so obviously it is not high on content but it is indeed high on wholesome entertainment.It's a Laugh Riot! Johnny Lever, Varun Dhawan,Varun Sharma and Sanjay Mishra all of them did a commendable job. Their Comic Timing was impeccable. Especially Sanjay Mishra's Clap worthy Dialogues and Johnny Lever's Hilarious Comic Scenes. Audience were clapping and laughing out loud in almost every comedy scenes.Well.. what can i say about SRK and Kajol most iconic on screen couple.Their chemistry will surely mesmerize you. They have recreated their on screen magic again It is one of the highlights of the movie. SRK did a great job as innocent ""Raj"" and a Charming,Bad Ass ""Kaali"".Awesome performance by the King. Kajol proved it that she is still one of the best in the B-TOWN currently. Outstanding performance. She nailed it! Dilwale is a fun joyride with some twists and turns. All Thanks to Rohit Shetty.It's a Must Watch Movie for SRK-Kajol fans and for some wholesome entertainment.Go for Dilwale this Christmas. Dilwale will surely bring a smile on your face.",positive,movie
156713,"this movie is a thousand times better than what these people have said in the past comments! Battle for the Planet of the Apes is such a good movie!In my own opinion, it's not as good as the first movie, Planet of the Apes (1968) but, have anyone ever seen a better 5th movie?? (no) I thought so.it's a beautiful movie, and deserves a lot more than what other people have commented on it.",positive,movie
156767,"I think myself this will be cool! All that partying that the animals do will be heretical! Kids will love the cows and the hysterics! A+ I mean, all that laughing they will do will will make them major hick ups! I think kids will love! Nickoloden really out did them self this time!!!! I Think this is an A+ Movie! Kids will want to pick up there friends maybe and take the whole family with them! People of all ages will enjoy this wonderful movie! It may not be right for ages under three to see bu everyone else will be able to see this movie because it is so great! That's why I give it a ten! The cows driving the cars c'mon! that is FUNNY! I think you will enjoy this movie if not, oh well! This my opion! I like it! Well thats it for now!",positive,movie
156818,"Drop Dead Fred is a side-splittingly hilarious film, with Rik Mayall as the fantastic lead role - Drop Dead Fred. After breaking up with her boyfriend and losing her job, Elizabeth returns to her mother's house. After discovering a taped up jack-in-the-box in the cupboard, Drop Dead Fred escapes from his prison, and bursts out into freedom ... only chaos can ensue now! Phoebe Cates, who plays Elizabeth, now has a whole new load of trouble on her hands. Fred is her childhood imaginary friend - and only she can see him! There are so many funny parts in this film, it's impossible to name them all, but Rik Mayall never fails to bring up the laughs in any scene, as he gives a highly energetic, enthusiastic performance. The ending is really touching and I can never forget how when I was younger I always got upset by it. It beautifully concludes the movie, and will make you feel warm inside. Watch it and try not to laugh. It's near impossible.",positive,movie
157497,"F*** this IMDb rating. I haven't been this entertained in 90 minutes since Pan's Labyrinth. Dawn of the Planet of the Apes gets 8 stars, and everyone is attacking the science of this film... f*** off. This movie is fantastically cool.Remember, critics and joes thought Boondock Saints, Donnie Darko, and Star Wars blew... yeah. Watch it for yourself. If you're a Luc Besson fan, you won't be disappointed.Bad-*** car chase, science-fiction, sex appeal my goodness, Morgan ""the man"" Freeman, Chow Yun-Fat worthy shootout, visuals that will blow your-effing-mind, and it didn't even take 2 sequels and a prequel to do it. What happened to people that used to enjoy movies?",positive,movie
157594,"There are no words to express how amazing this movie was. What one would assume would be a typical horror cliché is actually treated to one of the most creative movies I've ever seen. Although most people could expect what the movie contained from the previews, as I did, they will still be blow away by this movie. Not from the acting or directing or anything like that, but from the pure originality of the movie. The last horror movie I remember seeing that was this original, inventive, and down right badass was Scream, and with a equally satisfying deliverance of it's gritty, gory, grisly, and tongue in cheek attitude. Anyone who goes to see this movie will surely get their money's worth and then some.",positive,movie
157795,The best movie out of the series! I wasn't sure how the movie would play out compared to the book but it caught me by surprise. Most endings to book made into movies are so horrible but Hunger Games Part 2 was not a disappointment to me. Everything they did was exactly what I wanted them to do. They added on a little extra ending part and didn't have to but I was already completely satisfied by that time that it didn't even matter and thought it was kinda cute they even did that. It played with my emotions perfectly and I would recommend it to anyone who is a fan of the series. This final movie really makes me want to go out and get the whole collection and have a marathon of all the films at home on the weekend :),positive,movie
157815,"Annihilation is based on a novel of the same name by Jeff Vandermeer, a writer specialized in a literary sub-genre known as ""weird fiction"". This book is the first from a 
trilogy; however, director-screenwriter Alex Garland (""Ex Machina"") wrote this adaptation before the next two books were even published. 
It follows the story of a Lena, a biologist with military background, whose life has been shattered by the disappearance of her soldier husband who had gone on a secret 
mission into an ecological disaster area presumably harboring an alien presence. Lena will be recruited as part of a scientific expedition into the unknown that will try 
to find some answers. As someone who have read the books, I appreciate the way the director has made this story his own, taking enough from the book to make the story 
recognizable, but at the same time making his own interpretations and connections, expanding on its themes and characters. There is much wonder, weirdness and visual poetry 
to be found in the beautiful and exceptionally well crafted film, and to my surprise there is also plenty body horror and sudden outbursts of gnaly monster action.
The movie weaves different timelines in a very seamless way, with a combination of economy and elegance that is both eloquent and easy to follow; this makes it possible to introduce 
different layers of meaning within the narrative (psychological, scientific, philosophical), and to tackle big themes without becoming pretentious or obtuse. The film contains 
memorable dialogue not included in the original novel and the characters are much more fleshed out (the conversation between the biologist and the psychologist about the 
nature of self destruction is a highlight, and a pivotal moment).
This is a project where you can clearly appreciate the simbiotic relationship between two highly imaginative thinkers (perhaps the best collaboration since Kubrick and Arthur
C. Clarke in ""2001: An Space Odyssey""). ""Annihilation"" represents the type of reflexive science fiction that ponders about our place in the cosmos, our intrinsic mutability,
and the horrors this conjures; it amounts to a surreal, sciency phantasmagoria about desintegrating identity, deeply rooted in cosmic horror. And I have no words to describe that climax apart from saying it left me in complete awe. This is 
for sure a new sci-fi classic that consolidates Garland as one of the major sci-fi visionaries of our time.",positive,movie
157970,"I just saw the movie in the cinema here in Manila and I must say I was happily surprised. Unlike the so called 'professional' critics I really enjoyed the plot, characters and visuals of this exciting film.I'm not sure what the critics expected, perhaps another fantasy classic? Maybe they have been too spoiled over the last few years by fantasy masters such as the Lord of the Rings trilogy, the Game of Thrones series and even the enjoyable (but rather underwhelming) Hobbit series.Video game adaptations to the big screen rarely turn out good. This movie is an exception. It's not a cinema classic by any means, but you won't regret paying full price at your local theatre either. I agree that some of the acting could have been better and that some parts of the story could have been fleshed out more. Considering the budget they had to work with, however, I'm still completely convinced that the production team did a sterling job. Enjoy the movie for what it is: a faithful adaptation of Warcraft's early history with decent actors and delightful visuals. Go watch it, you won't regret it.For the Alliance! For the Horde!",positive,movie
158306,"I Love You, Man is a delightful film not just for its brand of humour which worked almost all the time, nor because it stars the bunch of contemporary jokers who have taken Hollywood by storm, but because it had a meaningful story to tell, and has translated that key insight of friendships and relationships for the big screen effortlessly, wrapping up some deep, intrinsic behavioural observation deceptively behind a curtain of laughter.Like the 40 Year Old Virgin in its quest for a woman to get laid with to pop his cherry, this film works on the reverse in its protagonist's quest for a male friend, since Peter Klaven (Paul Rudd) has no problems with female friendship as he's the quintessential ladies man, only that he's about to marry his fiancé Zooey (Rashida Jones). Since the bride has a maid of honour, it's up to Peter to find a balance in a best man, only that he hasn't really had a man friend for the longest time, and so begins a crazy montage of hooking up with casual friends in the hope of striking gold.It might seem like a hypothetical situation, but as the film progressed, it brings to mind how many of us have friends (male or female) that we sometimes take for granted in knowing that they'll always be there for us. Only a reality check brings up the fact that everyone has their own personal lives to lead, and it wouldn't be nice to impose (mid-life crisis singles, hands up here), especially not with an ulterior motive. Some of us too when having a girlfriend, tend to allow male friends to fall on the wayside as we skirt chase, and depending on whether you get someone who provides that much leeway as Zooey, you can kiss goodbye to those male-bonding sessions.Then there's the difference between the premise of a girl's night out, and a guy's, and the dynamics of what happens within the groups. It can be somewhat stereotypical here in the film, but you get the drift as the film lays it all out on the table, with the girls talking about the boy-stuff behind their backs, and the worst bit being that cause for comparison, and the guys, well, talk about what else, sex! There are some lines clearly drawn here in what can, or cannot be discussed, and how much of that you can bring to the table, and how much you can take away from. A secret's a secret, and should stay that way with clear segregation in order to prevent upsetting anyone. Talk about compromises and ""truth"".If what you're saying is that it reeks of hypocrisy, then yes, sometimes it does, and the married couple played by Jaime Pressly and Jon Favreau (yes, he who directed Iron Man) epitomizes the crankiness of a marriage with its idiosyncrasies, and the hypocrisies that come with presenting a united front, and worse of all, trading favours in both directions. They have some of the best lines and insane moments in the film, and poor Jon has got to suffer two verbal abuses (for you to watch and find out).Many of us who have remembered Jason Segel's comical turn in Forgetting Sarah Marshall, and here he cuts his Sydney Fife both ways, one an alpha male type who seems way cool with his frat boy sensibilities, which is actually a facade for a lonely life he leads in his garage where he can be the man he actually is. As the friendship between Peter and Sydney grow from their numerous hanging out sessions, from short drinking sessions to weekend rendezvous just to jam to their favourite tunes, so too does the strain in Peter and Zooey's relationship, because as the saying goes, two's a company, and three's a crowd. This aspect serves as an adversary in the film, though it doesn't come unexpected when it suddenly dawns upon Peter that he can't have two birds in one hand. Being the novice in this aspect of a man-friend relationship here, there are many times Peter trips up, and the experienced us would know that it's perfect danger territory to find yourself in.And who would have thought friendship and relationships could be such a chore, especially when expectations start flying around being that spanner ready to be thrown in the works. As a comedy, this film hit plenty of right spots in eliciting laughter from the audience, with funny lines that do work, and carefully crafted characters in Peter (with his nonsensical one- liner conversation endings, and nicknames), and Sydney being quite multi-dimensional. And what's a film like this about man-friends without that dose of fanboy-dom in it, with the Incredible Hulk Lou Ferrigno playing himself in a very short supporting role, and many other film references thrown in for good measure too?I Love You, Man is an excellent story on friendship, and what makes friendship tick. For that and its healthy dose of comedy, and a great spin on the tired romantic-comedy genre, it goes without a surprise into my list of contenders for top films of the year.",positive,movie
158428,"Complain about my score, I don't care. This movie was AWESOME!! It didn't exactly scare me, but it gave me the same feeling I got when I played RE1 for the first time. It was fast and the action barely stopped. It actually felt like survival horror.I thoroughly enjoyed Wesker's role in the movie. I was a little worried about how he would fit in. I know, I know, he did nothing but sit in a chair and talk. He did that in RE4, too. From the games I've played, I thought the producers had his character's attitude perfect. It seems to me they are making him the one who is responsible for everything that has been happening. Umbrella Chronicles for the Wii should cover that, though. As soon as I left the theater, I had the urge to go home play RE4. Which, in my opinion, is what a movie should do. Well, maybe not inspire you to play a game, but at least make you want to play the game that the movie is based on.",positive,movie
158463,"it's a shame so many people spent their time running their mouths rather than watching the movie. The story isn't new (what story is?) but its' well done, BIG color, BIG scenes,a touch of serious, a touch of humor, clear cut good guy, clear cut BAD guys with a few ""grey guys"" thrown in the middle. Costner is always a variable. When the right script hits, no one is better, otherwise it's pretty much a monotone. FORTUNATELY, this is the kind of script where the dead pan, monosyllabic Good Guy works just fine. It's a shame the ""experts"" (i.e. the critics who create nothing) trashed this one. Even if it were the worst movie ever made, Costner would have been contributing more the ""creative world"" than ANY critic will in their entire lives. geoff beneze",positive,movie
158552,"My daughter recommended this movie to me, and from the description, I thought it would be lame. But I absolutely loved it. I have lost count of how many times I have watched it. It is so full of wonderful background, and each time I watch it, I can focus on another area of screen. The costumes of the extras are so great, the expressions on their faces are very interesting. The props and real life buildings are also very interesting. One would think that the modern music would be totally out of place in this film, but it made it all the more enjoyable. I have watched the dance scene dozens of times, and it is fun to focus on a different dancer every time and watch their moves and expressions. It's now my all time favorite movie.",positive,movie
158694,"UK's Home Office declares that calling someone ugly is a hate crime.
Now we're just awaiting the fine machines.",positive,movie
158863,"This is without a doubt one of the most insane films I have ever seen. I loved the first film and have been looking forward to the sequel. This one blows the mad-o-meter off the chart. I read on here somewhere Jason Statham was quoted saying something like. ""You ain't ever gonna get an Academy Award for doing Crank"" Well I beg to differ; I think an award category should be created for making a film like this. It has similarities to the first film of course but that's what makes this film so enjoyable. Jason is superb as Chev Chelios again and had me laughing my ass off with his cockney slang and his superb stunts. One thing I will say, I took my wife with me to see this and all the way through the film she had that ""Could this get anymore ridiculous"" look on her face. Meanwhile I couldn't stop laughing at the fact that the more outrageous this film got, the more I found myself loving it. You know when they say ""A roller-coaster ride of a movie"". Well on this roller-coaster ride you ain't strapped into your seat, it has dozens of loops and it's faster than anything you have ridden in your life. You need to see this film. In fact scrub that, I will say thisCrank 2 falls into the ""Things to do before you die"" category. Go and see this now.",positive,movie
158988,"When I first read in Fangoria magazine that there was going to be a remake of my favorite horror film, ""The Texas Chainsaw Massacre"", I was more than a little upset. I was downright p***ed. Then I saw the trailer, and it actually looked scary... damn scary. But I didn't keep my expectations too high because this was a Hollywood remake of an independent horror classic.Man, was I surprised!!! This movie kicked ass! But in totally different - and yet some of the same - ways that the original did. For example; in the original there was practically no gore (with the exception of Leatherface accidentally slicing some meat off his own leg), but the scares came more from the suspense and psychological horror and torture the victims were subjected to. Whereas the remake supplies plenty of gore (not an exploitative amount though) that is used to disturb and scare us. Also there was always an overwhelming sense of dread for what was to become of the victims in the original masterpiece. And the remake keeps that same sense throughout the whole  film.The acting in the first ""Chainsaw"" was pretty good for an independent horror film in the 70's, but this one's got it beat. Jessica Biel is superb as a scream queen. The supporting cast is very effective also.
All in all, this is a perfect horror film. And while it may not replace the original as my favorite... it definitely places in my top ten of horror. I only hope the ""Dawn of the Dead"" remake fairs as well (although, with running and jumping zombies instead of slow and lumbering, I have my doubts).1) The Texas Chainsaw Massacre (1974)2) The Evil Dead3) Dawn of the Dead (1978)4) Re-Animator5) Return of the Living Dead6) Day of the Dead7) The Texas Chainsaw Massacre (2003)8) Zombie9) Cannibal Holocaust10) From Dusk till Dawn",positive,movie
158991,"At first when I saw the previews for the re-make of the Texas Chansaw Massacre I thought it was going to be just another crappy re-make. But after seeing it I found myself scared out of my mind. This film is in fact BETTER than the original. Even though the cliché ending in which at least one character gets away (too many horror movies end like this) I still enjoyed it immensely. Instead of polluting the movie with gore and cheap effects they made the setting almost real and very very very disturbing. And thank god they got the new Leatherface to stop grunting, that was one of my major annoyances of the first movie is you couldn't take it seriously because of all the pig-like noise the killer kept making. Instead of showing you all the atrocities Leatherface has committed (with the help of his family) you get to see strange and horrific elements that terrify your imagination as to what he had done. The basing it on a true story like in the 1st movie was better the 2nd time around because you actually felt like it WAS a true story. This was one of the scariest and terrifying movies I've seen in ages and if someone tells you its not worth seeing, don't take their word for it, GET IT YOURSELF! It is a must see for any fans of the TCM original and for horror buffs. You won't regret it.",positive,movie
159028,"This is one of the best teaching instruments for comparative government ever made--and a great action film as well! After studying comparative ideology and systems, have students watch and compare the communities of Bartertown and the Crack in the Earth--they love it!and they learn from it!Trust me, I've been using it for 10 years now and it never ceases to amaze me the genuine academic and intellectual discussion you can get a class to have concerning Max' adventures!  It's even better than Gulliver's travels!",positive,movie
159119,"A Simple Favor is an amazing flim with a talented cast, Blake Lively was a stand-out for me and Anna Kendrick was perfect for the role as Stephanie. The clothing and style in the film are amazing. This film should be seen by people who liked thrillers and mysteries!",positive,movie
159245,Going into this movie I expected much less than what the typical horror movie Genre is today in this generation. Well I will be damned!!! I had tickets to go see an early screening of this movie and let me tell you from Men to Women everyone was tense in the audience. Lots of people jumping in their seats and screams as well. This movie hit the spot from the acting which was sub-par from the evil entity. I give this movie a 10 out of 10. Most people should really give it a try it is worth the money for sure. The film is only 85 minutes which was a downfall but I will take it versus a 2 hour horror movie that is boring till no end. If the media is calling Conjuring 2 horror then Lights Out must be in a different horror category because it is def. SCARY!!!!,positive,movie
159425,"This was one heck of an hilarious movie. I can watch it over and over. Reynolds did a spectacular job in the movie, but I must say that without the character Taj the movie wouldn't have been as funny.This is more of a guy comedy type movie but my gf loved it also.The donuts scene I must say was a little gross but still the movie was amazing. Laughed from start to finish..... This is the kind of guy everyone would like to be or know in College.I don't think they could of taken anyone else then Reynolds to do this role maybe I m just saying that because he is one of my favorite actors but he did do a great job. 9/10",positive,movie
159496,"This movie is very silly and very funny. You can't ever criticize it for taking itself seriously. If you've heard their previous album or seen their HBO videos from the album, you can imagine the extremely foul-mouthed, rocking good time that is this movie which tells the fable of how the group Tenacious D came to be formed.Full of cameos, it not only gives a fictional account of Tenacious D but is a send-up of musical history as well. The humor reminds one of Something About Mary in that they often ""go places you'd thought they wouldn't,"" but it lacks the scatological humor of South Park. This movie contains no nudity, except for mooning.",positive,movie
159513,"I first saw this brilliant shocker when I was only ten years old and it scared the hell out of me!I still think that this is a really effective horror filled with gruesome imagery(for example rats nailed to the wall).""Hellraiser"" reminds me a bit such Italian horror movies like ""The Beyond""(1981)and ""The House by the Cemetery""(1981),mainly due to its surreal atmosphere of total dread.Add also plenty of gore and some really gruesome special effects made by Bob Keen(""Proteus"")and you have a winner!I like ""Hellraiser"" series in general(especially ""Hellbound:Hellraiser 2"" which is,in the unrated/uncut version a nasty gorefest!),even Part 5(""Hellraiser:Inferno"")that almost only get bad reviews.It surely is the lowest budget film of the series so far,but it tells a gripping story of one's personal hell with Pinhead involved.""Hellraiser:Bloodline"" is the only one I really don't like,although it's quite interesting too,because you can see that post production was a mess(making it a Alan Smithee film in the end).",positive,movie
159624,"My sister and I both wanted to see this but were debating on going to the sneak preview or not. We were so glad that we went because it was really laugh out loud funny and it's one of those romantic movies that really is just wonderful. It's not all gushy and boring. It is really romantic and funny. There was a couple next to me and her boyfriend was laughing out loud and enjoying it because let's face it, It's Steve Carell's year and he can do anything and do no wrong. I'm not a big fan of Dane Cook but I really enjoyed him in this movie. He was so good in it. Norbet Leo Butz who's my sister's favorite and the other members of the family were casted perfect and they all did a wonderful job especially Diane Wiest and John Mahoney who looks great by the way. The daughters I was extremely impressed with. They casted them perfectly and Alison Pill who I've seen in so many movies is so talented and Brittany Robertson and Marlene Lawston were both wonderful to watch and were perfect. No characters were overlooked or two small but Steve was in his element and came through so amazing. Juliette Binoche who I loved in Chocolate was amazing and this was no exception. She did so well in her role and Emily Blunt was a big surprise but she was fantastic. The movie is really a family movie, there's nothing bad in it words, sexual content etc... but it's one where you would enjoy at home or in the theater and with the people who you love and like to spend time with. Recommended for anyone who loves a good movie!~!",positive,movie
159642,"Superman II is in my opinion the best sequel of the Superman movie series.Christopher Reeves and Gene Hackman as always is great,Sarah Douglas,Terence Stamp,Jack O'Halloran are all good but Stamp`s performance was awesome! This is my favorite Superman film of the the series.",positive,movie
159724,"In 1983, two different 007 adventures were released into theaters. One was the official 007, the other was a cheesy impostor. 'Never Say Never Again' was released as ""bond's greatest adventure"" but what many have come to realize is that 'Never Say Never Again' is simply a re- make of 'Thunderball'. Even the return of a much grayer, more tired Sean Connery could not keep this Bond adventure alive, besides the fact that MGM/UA had no part in the production of this film. But another 007 adventure was released that year and to many it is considered the greatest Bond film of all time, 'Octopussy'.'Octopussy' starred Roger Moore in his sixth outing as Agent 007 and was directed by John Glen, the man who also directed Moore's second best Bond film, 'For Your Eyes Only'. Unlike 'FYEO' we return to some of the humor and charm that Moore has always been known for. We also see the return of veteran 'Bond Girl', Maud Adams as Octopussy. The plot in this film is a bit more far fetched then 'FYEO' but it works on all levels. The film is exotic, with Bond traveling to India for the first time in the series, it's also well put together and has enough action and humor to interest new and old fans alike. Many say that Roger Moore was too old for the role but one of the main reasons this film works is because Roger Moore isn't trying to be a young agile Bond like Timmothy Dalton or Pierce Brosnan. Moore plays a more mature character, sort-of a veteran secret agent. Everything works in this film and is by far the greatest Roger Moore Bond film and arguably the best film in the entire series. Moore should have played it smart and ended on a high note with 'Octopussy', sort-of a grand finale, rather then extend his career through the abysmal 'A View To A Kill'.",positive,movie
159755,"Yeah, probably : under the paving stones, the beach. But we'll never know. The 60's are over, the dream is gone and the pavement which imprisons it is thick. Pynchon's vision and nostalgia are summed into this genius slogan from May 68 events in Paris. As for the movie, well, it is almost impossible to review. There's too much going on in. I thought it was the finest and most complex blend of comedy, drama, historical, cultural and political recalls I have seen in years. It is utterly funny if you do not mind not catching every bit of the plot. Some shots and most of the dialogues are truly beautiful, every single moment involving Shasta in particular. You will need to pay attention at the details, at what's going on in the background and offscreen. I can only urge you to go see it.",positive,movie
159774,"The Devils Rejects was even better than Rob's first endeavor, House of 1000 Corpses. Not only is it a better story but the gruesomeness seems to be much better as well. If you are not into these kinds of movies I would of course not recommend it. But if you like blood and gore and shock value, than this is your movie. Even if you did not like the first film all that much, give this one a chance. This story takes up where the first film leaves off and will have you glued to the screen until the credits roll. Hopefully this will lead to future movies for rob, as he surely has shown his knack for writing these kinds of films. Enjoy, crazyeddieinsane",positive,movie
159850,"Next time you are depressed, this is the perfect pick me up.  If you like watching the same movies over and over, this is great for that also.  The chemistry between the two main characters is outstanding, much better than in this year's Two Weeks' Notice.  Laugh out loud and cry out loud.",positive,movie
159904,"The story is really great. Its thrilling, It has action and the best part is! It makes you wanna be a better person in your life! It makes you wanna do the right thing no matter what! The twists are hinted throughout and can be expected to be true but there is some speculation that makes you want to see if you're right or not. There are many stirring moments in the film from gun play, fist fights and to a car chase, you make yourself root for Reynolds/Kingsley to make everything a whole once again. Its a shame this movie didn't do well, there should be more movies like this. I salute to all the cast and crew of this wonderful film!",positive,movie
160160,"I can not believe how happy I became after watching this excellent movie. Honestly speaking watching movies for children is a thing I rarely do. But after watching the amazing trailer I made up my mind I must see it .Angry Birds is a very funny movie. We all need to laugh in these hard days because laughter makes our immunity high whereas sadness make our immunity weak .The story of angry birds is about flightless birds who are happily living except for one who is called Red . Poor bird he can't get over the daily problems that he has been facing in life. His angry temper made him attend management class, where he meets birds who have been suffering of disenchantment in life just like him (Chuck) and Bomb. Red becomes outraged when his other fellow birds welcome green pigs to their island paradise. As the swine begins to irritate him, angry bird Red teams with his other angry birds Chuck and Bomb to investigate the real reason behind the sudden occupation of the pigs.You will enjoy an excellent movie with superior comedy, entertaining adventure and amazing 3 D from the beginning of this movie till the end.This film is currently Number 1 in most countries and in the USA it went straight in at number 1 ( A proof this movie is successful and great).",positive,movie
160194,"This was absolutely fantastic.The storyline, although portraying a certain adventure-y theme that we've seen in countless anims, is utterly fantastic. The awesome animations added with digital 3d only enhance the experience, with the slo-mo scenes and native music within those scenes furthering the experience.The amazing attention to detail just makes it better. You can see every droplet of rain, every particle of dust. Especially in the slo mo moments, it is just fantastic. I, myself, was utterly engrossed in the storyline. Although there was more violence than what i would have expected in a G rated movie (what can you expect from the guy that directed 300 xD) it still is a great movie, and i absolutely cant wait for the sequel(s?) that the movie hinted at towards the end. In my list of best animated movies of all time, this rockets up past avatar (thats like semi-animated) to my number one favorite movie of all time...",positive,movie
